id,name,description,ingredients
977,珍珠酥皮鸡,珍珠酥皮鸡是一道色香味俱全的名菜，属于川菜系。其特色是皮酥肉嫩，咸鲜味香[1] 。由鸡脯肉混合面粉、土司以及其他调料油炸而成。,鸡脯肉
978,鲜贝鸡卷,鲜贝鸡卷是四川省的传统名点，属于川菜系。将鸡脯肉片成12片，红、绿樱桃对剖。鸡蛋打散调匀，配麻辣味碟、椒盐味碟、茄汁味碟和香油味碟，分别置于攒盒底盘的四方。,鲜贝，鸡肉
979,双色玫瑰鱼,双色玫瑰鱼是四川名菜，属于川菜系。用蛋糕标花的手法，以鱼糁为原料造型而成创新菜。这里巧用烹制之法使成菜为双色，装点成形，素雅美观，可为筵席增色。造型美观，一菜双色双味，质鲜嫩爽口，多用于筵席。,净鱼肉，南瓜
980,鳝鱼鸡蛋卷,鳝鱼鸡蛋卷是四川省传统的地方名菜，属于川菜系。此菜滑润爽口，清鲜味美。以鳝鱼与鸡蛋为主原料油煎而成，营养价值很且有非常好的食疗作用。,鳝鱼，鸡蛋
981,老醋蛰头,海蜇头、红尖椒末、绿尖椒末、香菜、蒜末、生抽或一品鲜、独流老醋、白糖、盐、味精、蚝油。,海蜇头，老醋
982,酥皮鸡饺,酥皮鸡饺是四川著名的特色传统小吃，属于川菜。[1] ,鸡肉
983,朵颐辣子鸡,朵颐辣子鸡是一道传统特色名菜，属于川菜的代表菜肴，色泽红亮，香辣可口，鸡肉酥香，入口回味无穷。是一道营养价值很高的菜肴。其主要食材是土鸡、干辣椒，清油，芝麻等。入口味甘、性平，入肝、肾、肺、脾经；有补血明目、祛风润肠、生津通乳、益肝养发、强身体，抗衰老之功效；可用于治疗身体虚弱、头晕耳鸣、高血压、高血脂、咳嗽、身体虚弱、头发早白、贫血萎黄、津液不足、大便燥结、乳少、尿血等症。,土鸡，干辣椒，清油，青花椒
984,椒盐八宝鸡,椒盐八宝鸡是一道四川的传统名菜，属于川菜，颜色金黄光亮，美观大方，皮酥肉嫩，馅味鲜美。以老母鸡做主要食材。鸡肉肉质细嫩，滋味鲜美，并富有营养，有滋补养身的作用。,鸡，糯米，芭仁
985,麻辣肉丁,麻辣肉丁是一道由炸花生米和瘦猪肉为主要材料做成的菜品，属于川菜菜系。,瘦猪肉，炸花生米
986,干煸神仙蟹,干煸神仙蟹是四川省的传统名菜，属于川菜系。把红辣椒切片，加入奶油、豆豉爆香，加入十两高汤及调味料煮2分钟勾芡即可。,肉蟹，碎米芽菜
987,鲜炒鱼片,鲜炒鱼片是四川省的传统名菜，属于川菜系。由石斑鱼与豌豆，红椒，黄椒三种蔬菜一起烹制而成，其属于中国十大菜系的川菜，味道鲜美，营养价值丰富。,石斑鱼，豌豆
988,麻辣鸡片,麻辣鸡片是四川省名菜，属于川菜系，口感麻辣香浓，咸鲜，略带甜味。主要原料是鸡肉，口味是麻辣，工艺是煨，难度属于中级。鸡肉的肉质细嫩，滋味鲜美，适合多种烹调方法，并富有营养，有滋补养身的作用,鸡肉
989,三鲜脱骨鱼,三鲜脱骨鱼是一道江苏传统名菜，属于苏菜系。以鲤鱼为制作主料，辅以猪肉，鸡肫等，三鲜脱骨鱼的烹饪技巧以烧菜为主咸鲜味，口味属于。此菜鱼形完整，鱼肉鲜嫩，腹藏三鲜，别具风格[1] 。,活鲤鱼
990,白果烧鸡,“白果烧鸡”是四川省成都青城山地区的特色传统名菜。青城山风景优美，以幽静著称。这里饮食美味与众不同，并有“四绝”之称，即一绝“洞天贡茶”，茶质优良，汁色清澈，茶香味醇；二绝“白果烧鸡”汤汁浓白，鸡肉异常鲜美；三绝“青城泡菜”，脆嫩清鲜，深有回味；四绝“洞天乳酒”，酒味浓而不烈，甜而不腻。,母鸡，白果
991,金钱海参,金钱海参是四川省传统的传统名菜，属于川菜系。主要原料有水发灰刺参400克。 鸡脯50克、肥膘肉50克等，这道菜美味可口、营养丰富。把水发灰刺参洗净后，用清汤喂入味，取出搌干表面水分，鸡脯与肥膘肉剁细制成鸡糁。蛋清加豆粉调成蛋清豆粉。火腿切成二粗丝，黄秧白心焯熟。先在海参腹内逐一抹上蛋清豆粉，再酿入鸡掺，火腿丝顺放鸡惨中，然后将海参摆成圆形，上笼用大火蒸熟取出，晾冷后横切成厚1.5厘米的片，平铺于蒸碗内，上面放焯好的黄秧白入笼馏热。另在锅内烧开清汤，力口盐、味精、料酒、胡椒粉等调料，勾二流芡，取出笼内海参扣入大盘中，将勾好芡的滋汁淋于盘中，再淋上些许鸡油即成。,火腿，海参
992,香煎韭菜盒,香煎韭菜盒是一种小吃，主料是韭菜，配料是鸡蛋等，调料为味精、胡椒粉、香油等，通过煎制的做法制作而成。,韭菜，鸡蛋，海米，面粉
993,清汤燕窝1,,
994,干烧明虾球,干烧明虾球是一道四川省的传统名菜，属于川菜系。川菜之干烧味，不须加重甜酸，方能突显干烧微炒之处。此菜鲜醇甘口， 入口酒酿回香有余，堪称尊贵佳肴。材料：大明虾6只、姜、葱、蒜各30g、甜酒酿1茶匙、辣豆瓣1茶匙、蛋1个．玉米粉1茶匙。味精1/4匙、糖1/2匙、白醋1茶匙、酱油1茶匙、日本太白粉 l/ 2 匙、麻油、红油各 1/ 2 匙、蕃茄酱1茶匙。,大明虾
995,锅贴鸡片,锅贴鸡片是一道菜品，属于川菜，主要原料是鸡胸脯肉、猪肥膘肉，配料是冬笋、熟火腿、元白菜，调料为白砂糖、蕃茄酱、椒盐等，通过煎制的做法而成。,鸡胸脯肉，猪肥膘肉
996,川式尖椒爆牛蛙,川式尖椒爆牛蛙是由牛蛙为主要食材做成的一道川菜。,牛蛙，干红椒，芝麻，香菜，大蒜，生姜
997,锅贴鸭方,锅贴鸭方是四川省的传统名菜，属于川菜系。将花椒与盐在锅内炒香（盐呈微黄色止），待冷后，全部擦在鸭身之里外，腌一天，再上锅蒸烂（约2小时）待鸭冷却后，拆除全部骨头，鸭皮朝下将鸭肉撕开铺平，然后切成3厘米的4方块备用。,鸭肉，鸡蛋，番茄，生菜
998,虾须牛肉,虾须牛肉是一道名菜，因此菜成形后，形状极象“虾须”，故名“虾须牛肉”。该菜麻辣味浓，干香滋润，色泽红亮，质地酥脆，是一道酒饭均宜的菜品。,牛肉，五香粉，白糖，菜油，辣椒面
999,一品海参,一品海参是一道传统名菜，可作为海参席的头菜。所谓一品，以整条海参人席，兼示高贵，鲜软爽口，色味均备。“一品海参”的主料采用我国北方海域所产的刺参，镶有鸡茸、蟹黄、青虾仁和豌豆，色泽、造型、口味皆美，营养丰富。,水发海参，鸡脯肉， 猪肥膘肉， 蟹黄， 青虾仁
1000,红油茄泥,红油茄泥是一道以嫩茄子为主要食材制作的美食。,嫩茄子
1001,手撕干鱼仔,手撕干鱼仔是一道四川省的特色传统名菜，属于川菜系。其肉质鲜嫩，营养丰富，是优质食用鱼种，除供鲜食外还可加工制成成。先把烟熏小鱼仔洗净，然后把油烧至八成熟，下入小鱼仔煎炸片刻，然后撒些干椒粉盛出锅，接着用手撕成条状，再加入香葱、大蒜等装入干锅上桌。,精选烟熏小鱼仔
1002,四味鲍鱼,四味鲍鱼，现代家常菜。,鲍鱼
1003,连理双味鱼,连理双味鱼是四川省的地方传统名菜，属于川菜系。桂鱼学名鳜鱼，又名桂鱼、鲈桂。,桂鱼
1004,泡四季豆,泡四季豆是一道咸鲜味的美食，原料有鲜嫩四季豆、盐、大蒜、干辣椒、白酒、生姜。,鲜嫩四季豆
1005,香鱼白菜,香鱼白菜是由白菜等为主要食材做成的一道菜品，属于浙菜系，是浙江省传统的特色名菜，能起到润肠、促进排毒的作用又刺激肠胃蠕动，促进大便排泄，帮助消化的功能。,白菜
1006,金钱鸡塔,金钱鸡塔是一道传统的菜肴，其主要食材鸡脯、猪肥膘肉、瘦火腿、白头韭菜。营养丰富，鸡肉的蛋白质含量高达24.4%，比猪、牛、鹅肉的高 1 / 3 或 1 倍以上，而脂肪含量只有 1.2% ，所以吃鸡肉的增强体质，又不会使人过度肥胖。鸡肉益五脏，补虚损，强筋骨，活血脉，调月经，止白带，是妇科药膳中的主要配料。本菜肴是一道营养丰富的川菜。,鸡脯阿、猪肥膘肉、瘦火腿、白头韭菜
1007,樟茶鸭子,樟茶鸭属熏鸭的一种，制作考究，要求严格，成菜色泽金红，外酥里嫩，带有樟木和茶叶的特殊香味，是四川省经典的传统名肴之一，属于川菜。此菜选料严谨，制作精细。是选用秋季上市的肥嫩公鸭，经腌、熏、蒸、炸四道工序制成。在四道工序中以选用樟树叶和花茶叶烟熏鸭最为关键。樟树为常绿乔木，多繁生于暖地，叶子为椭圆形，富樟树特有的香气，以之与花茶熏鸭是此菜的一大特色。此菜装盘上席也很讲究，整鸭熏好后要先斩段后整形，复原于盘中，使鸭子不仅肉好吃，而且形好看。上席时配以“荷叶软饼”，供食者卷食，风味尤佳。,肥公鸭
1008,酸辣蹄筋,酸辣蹄筋是四川省的一道名菜，属于川菜系。此菜蹄筋柔软，酸辣味浓，爽口解腻。,蹄筋，火腿，玉兰片，蘑菇
1009,干煸鳝鱼,干煸鳝鱼是陕西省传统名菜。此菜色泽红亮，皮脆肉嫩，鲜香微辣，滋味浓郁。起源于三原县明德亭餐馆，后传入西安和其他地区。此菜创始于明朝。清光绪年间，名厨张荣（1885—1940年）在三原县创办了明德亭餐馆，经营此菜。,鳝鱼
1010,豆瓣卿鱼,豆瓣鲫鱼是四川省最经典的传统名菜之一，属于川菜系。此菜色泽红亮，咸鲜微辣，略带甜酸；肉质细嫩。四川郫县豆瓣酱是全国著名的土特产。它具有味辣、粒酥、醇香、油润、鲜红等特点，是川菜烹调作用的调味佳品，豆瓣鲫鱼就是以郫县豆瓣酱烹制而得名，近百年来一盛名不衰。如今，在各地川菜馆中都烹制供应此菜，受到人们的青睐。浓烈的酱汁下，鲜美细嫩的鱼肉就像珍宝一样，因为豆瓣的辣和厚，衬托出鱼肉的鲜和柔。,鲜活鲫鱼，郸县豆瓣
1011,麻辣鳝片,麻辣鳝片是四川省传统的地方名菜，属于川菜系。主要食材有鳝鱼300克、大蒜片2汤匙、酱油1汤匙、辣豆瓣酱1/2汤匙、青辣椒、红辣椒各2只、花椒粒1茶匙、葱段2汤匙、姜片15小片、用酒1/2汤匙、酱油1汤匙、糖1茶匙、生粉2茶匙、醋1茶匙制成调味料制成。,鳝
1012,辣汁茄丝,"辣汁茄丝是一道传统名菜，属于浙江菜。炸辣椒油时要用小火，以免将干辣椒丝炸焦；炒菜时要用旺火。味道独特,有些辣茄子500克，红辣椒2个，干辣椒10克，蒜泥1茶匙，酱油2汤匙，糖2茶匙，绍酒少许，葱丝、姜丝各少许。",茄子
1013,酱爆鸭块,酱爆鸭块是以鸭块、笋块、甜面酱、黄酒等为原料制作而成的一道四川省的传统名菜，属于川菜系。具有味酥而香，色酱红的特点。制作工艺及示例如下,鸭，笋
1014,菊花榨菜鱼卷,菊花榨菜鱼卷是一道重庆市的传统名菜，属于重庆涪陵榨菜的一种。这种酱腌菜营养丰富、开胃爽口，有鲜、香、脆、嫩等特点，以其为馅料做成鱼卷，再经精心装盘，便成了一款颇具川菜风味的美肴。成形美观大方，鱼卷皮酥馅嫩，榨菜鲜香浓郁，佐餐助酒佳。,
1015,麻辣鳝鱼,麻辣鳝鱼是由大黄鳝为主要食材做成的一道菜品，属于家常菜。,大黄鳝
1016,软烧仔鲇,软烧仔鲇是四川省的传统名菜，属于川菜系。色泽红亮，鱼肉鲜嫩，鱼香浓郁。仔站鱼剖腹去内脏洗净，抹上少许盐。豆瓣剁细。炒锅置中火上，下菜籽油烧至约150℃时，将独蒜投入油中炸至皱皮，再下郸县豆瓣炳至红色，放姜末、精盐、酱油、料酒、鲜汤和站鱼，移至微火上慢烧，至蒜粑鱼熟入味，将鱼拣入盘中。锅移旺火上，加白糖、味精，用水豆粉勾芡收汁，起锅加醋、葱花，辣椒油推匀，淋于鱼上即成。,鲜活仔站
1017,炒葱椒鸡,"炒葱椒鸡是一道传统的地方名菜，属于粤菜系。此菜色泽淡黄、肉滑鲜嫩、葱椒香味浓郁。先将鸡杀血去毛洗净,脱骨拆净肉加上花刀法，切成块状,然后摸上淀粉水,下鼎炸熟捞出，将川椒末和青葱末炒酥，再把炸好的鸡肉投入翻炒，加入味精、胡椒粉、精盐、芝麻油，用少许淀粉水勾薄糊，起鼎装盘即成。（盘的周围用真珠花菜叶炸酥拼盘）。",鸡，葱
1018,白油肉片,"白油肉片是一道四川省的传统名菜，属于川菜。口味咸鲜清淡，突出本味，肉片口感嫩滑，青笋木耳爽脆。莴笋切成菱形片，用少盐码一下。葱、泡辣椒切成""马耳朵""形。猪肉成约4厘米长、3厘米宽、1毫米厚的片，用盐、水豆粉拌匀。盐、味精、胡椒粉、鲜汤、水豆粉兑成芡汁。炒锅置旺火上，放油烧至六成热，放入肉片炒散发白，加辣椒、姜片、蒜片、葱、木耳、炒匀放莴笋炒断生，烹入芡汁，收汁起锅装盘即成。",
1019,泡酸辣萝卜,泡酸辣萝卜是四川省风味名菜，属于川菜系。把萝卜 削去须根洗净，切成长条，将辣椒去蒂籽洗净切成丝；把缸用净干布擦净，将萝卜条、辣椒丝拌匀，放入缸内，加入对好的盐水，比例为（1000克）清水加（50克）盐；盐水加过萝卜条再撒一花椒粒，加醋；将缸放在温暖处，约10天左右即可。,萝卜
1020,香辣虾,香辣虾是一道汁浓、麻辣味浓，肉质紧韧爽脆的名菜。属于渝派川菜。通常由虾、土豆、香芹、花生米等主料制作而成。精髓在于其肉质和炒制时加上多种特制香料如香芹、花椒、干红椒等的调和，也可以添加自己喜欢的食材如笋片、红薯等，不仅味道鲜美，色泽鲜艳，让人回味无穷。[1] ,海白虾，土豆，香芹，油炸花生米，紫皮洋葱，干红椒，花椒，姜片
1021,冬笋三黄鸡,冬笋三黄鸡是一道色香味俱全的传统名肴，属于川菜系。冬笋与三黄鸡烧在一块，不仅色泽好看，而且味道极佳。,鲜冬笋，三黄鸡，葱节，水淀粉，鸡汤，鸡油
1022,清汤圆子,清汤圆子<是一道美味可口的名肴，属于川菜系。清香嫩滑，汤甜，肉松，适合老年人和幼童食用。把黄花、木耳用清水泡涨淘洗干净，再用清水浸泡备用。粉丝洗净，用水涨发透。猪肉用刀剁成茸，剔去筋缠，盛于碗内。姜、葱洗净切细剁成细末拌入肉内，再加胡椒粉、鸡蛋、盐、生粉水搅拌均匀。时菜灼熟备用。烧滚上汤，用手将肉馅挤成直径2．5厘米的丸子下入锅中，再放入盐、酱油、味精，粉丝、黄花、木耳滤去水放入汤中；同时放入时菜，淋入香油即可。,猪内，鸡蛋
1023,鸡蹄花,鸡蹄花是四川省传统的地方名吃，属于川菜系。特点是清爽脆嫩，形美味适。,鸡蹄
1024,黄焖鸡块,黄焖鸡块，是河南、山东传统名菜。制作时主要食材有鸡肉、笋肉和木耳等，属于豫菜、鲁菜系。口味鲜甜，主要烹饪工艺是焖。,嫩鸡肉，笋肉，水发木耳
1025,椒盐蹄膀,椒盐蹄膀是一道四川省的传统名菜，属于川菜系。以猪肉为主材。适合冬天食用。,蹄膀，干菱粉(65克)、酱油(6.5克)、椒盐(6.5克)、葱花(4克)、姜(4克)、黄酒(6.5克)、精盐(2.5克)
1026,香干回锅肉,香干回锅肉是一道色香味俱全的川菜名菜。此菜色泽红亮 肥而不腻。炒制要掌握火候，是回锅肉的关键。用中火，肉片煸炒出油后，即下辣椒酱混合炒制，使辣椒特有的色泽和味道充分渗入肉中。五花肉换成里脊肉来炒制，也是一道经典的家常菜。,五花肉
1027,辣汁卤排骨,辣汁卤排骨是一道美食，主料是排骨，辅料是青红椒、葱、姜。,排骨
1028,芹黄鱼丝,芹黄鱼丝是一道四川地区特色传统名菜，属于川菜系。其主要食材是鲤鱼、芹黄、泡红、辣椒、蛋清、豆粉、料酒、盐、姜、蒜、酱油、醋、白糖、香油。鲤鱼的蛋白质不但含量高，而且质量也佳，人体消化吸收率可达96%，并能供给人体必需的氨基酸、矿物质、维生素A和维生素D；可用于清热除烦，平肝，利水消肿，凉血止血。主治高血压，头痛，头晕，暴热烦渴，黄疸，水肿，小便热涩不利，妇女月经不调，赤白带下，瘰疬，痄腮等病症。是一道营养丰富的药膳。,鲤鱼，芹黄，泡红，辣椒，蛋清，豆粉
1029,麻辣萝卜丝,麻辣萝卜丝是浙江省的传统名菜，属于浙菜系。青萝卜所含热量较少，纤维素较多，吃后易产生饱胀感，这些都有助于减肥。而麻辣萝卜丝以其独特的味道，而让人喜爱而成为开胃小食。,萝卜丝
1030,麻辣诱惑蛙,麻辣诱惑蛙是一道以山蛙为主要食材制作的一道川菜。,山蛙
1031,四川泡辣椒,四川泡辣椒是四川省特色名菜，属于川菜系泡菜类食品。作为一种以湿态发酵方式加工而成的浸渍品。一般需要腌制一个月左右。吃用泡辣椒时，从缸中取辣椒切忌沾染油腥，以防泡椒变质。,辣椒
1032,烟熏排骨,烟熏排骨是一道传统的地方名菜，属于川菜素食菜谱之一，以莲藕为制作主料，烟熏排骨的烹饪技巧以熏为主，口味属于炸烧味。烟熏排骨的特色：以素托荤，形似排骨，外焦里嫩，烟香浓郁。,水面筋 ，莲藕
1033,豆瓣鲜鱼,豆瓣鲜鱼是一道四川的传统名菜，属于川菜。其主要调料为四川特有的郫县豆瓣酱和葱、姜、蒜，带有浓郁的川菜风味和特点。成菜色泽红亮，鱼肉鲜嫩，味道香辣，略带甜酸。具有滋补健胃、利水消肿、通乳、清热解毒、止号嗽下气之功效，对各种水肿、浮肿、腹胀、少尿、黄疸、乳汁不通皆有益。,鱼肉，郫县豆瓣酱
1034,鸡蛋花汤,鸡蛋花汤，汤羹类，汤清淡，味鲜美，为高级汤菜之一。,母鸡柳肉
1035,青蟹溜黄蛋,青蟹溜黄蛋是一道美食，制作原料主要有青蟹。,青蟹
1036,川西肉豆腐,川西肉豆腐是四川地区传统的地方名菜，属于川菜系。此菜味道厚重、香醇、鲜美它细嫩、绵软、化渣的口感，香辣适口。肥瘦肉剁细，香菇、冬笋切小丁，鸡蛋摊皮，青笋切滚刀块，黄花、木耳洗净，泡椒、香葱切粒、花椒部分剁细，香辣酱加糖、蒜末调成味碟。,猪肉，香菇，冬笋，鸡蛋，香辣酱
1037,酸辣海参,酸辣海参是一道传统的地方名菜。味酸辣，色金黄，四季皆宜。,海参
1038,荔枝鱿鱼卷,荔枝鱿鱼卷是一道著名的特色小吃，色泽金红，形如荔枝，柔软带韧。因鱿鱼切花刀，烫熟后卷起，外表似荔枝，故以荔枝取名。将干鱿鱼水浸发软，洗净，去两头尖，顺割成三条，再用正反刀剞成荔枝花纹，然后切成三角形块。葱白切成橄榄形。嫩黄瓜去籽瓤，切成小鸟翅形。泡辣椒去籽，切成斜刀块。炒锅置中火上，烧热下猪油，烧至七成热时下就鱼片，待就鱼卷缩成形时，下葱白、黄瓜、辣椒炒匀。烹入荔枝味芡汁，迅速翻炒均匀后，加入香油，炒匀起锅装盘即成。,鱿鱼，猪肉
1039,泡萝卜条,泡萝卜条属于川菜，主料是萝卜，口味是微酸微辣微甜，吃后还有一股后劲的辣劲。材料：蒜头，小辣椒、白糖、白醋。适合饭后或者油腻的小吃，解馋，爽脆。,鲜嫩白萝卜
1040,姜爆鸭丝,姜爆鸭丝是四川地区传统名菜，属于川菜系。姜丝与红辣椒得热情适宜招待喜爱食辣得朋友。,熟熏鸭，青蒜苗
1041,多味黄瓜,多味黄瓜是一道美味可口的特色传统名菜，属于川菜系。香脆可口，鲜咸适宜。黄瓜在家中应该一年四季常备，是最方便、最健康的蔬菜之一。黄瓜味甘性凉，具有清热利水，解毒的功效。调味汁则是四川做法，在重庆它还叫做“浇头”。这种汁最常见的用途是那种人见人爱的四川小拌面—想想那鲜香麻辣的滋味，就知道为什么连黄瓜丁也变得如此多情多味了。,黄瓜
1042,泡辣椒,泡辣椒是一种以湿态发酵方式加工而成的浸渍品，是四川泡菜的一种。一般需要腌制一个月左右。,尖鲜辣椒，盐，白酒
1043,芪烧活鱼,芪烧活鱼，浙江省特色传统名菜，属浙菜系，鱼肉褐红，肉质鲜嫩，芡汁浓郁，鲜香味醇，并具有益气健脾，利水清肿之功效。活鲤鱼1尾（约750克入黄蔑10克、党参6克、水发香菇15克、冬笋片15克。 白糖30克、料酒10克、盐3克、酱油10克、葱10克、姜15克、蒜10克、味精1克、水豆粉20克、菜油500克、猪油50克、清汤500克。,
1044,姜汁热窝鸡,姜汁热窝鸡是四川省的地方传统名菜，属于川菜系。以笋鸡、赤小豆为主材的一道菜肴，咸鲜口味。,笋鸡、赤小豆
1045,鱼香豇豆,鱼香豇豆是一道传统的地方名菜，属于浙菜系，以豇豆为主料，泡椒、姜、大葱等辅料制作而成，具有理中益气、健胃补肾、和五脏、调颜养身、生精髓、止消渴的功效。,豇豆，泡椒
1046,花椒鸡丁,花椒鸡丁是四川地区特色传统风味凉菜。相传在很久以前，四川有一富翁，门下食客甚多，用膳时间不一。为了众人深夜饮酒之便，其家厨创制了这一菜式，而且一做就是一大坛，可供数日之用。因其具有软中带酥，麻中透香，耐咀嚼，回味长的特点，故而深受食客嘉赏，后流传于市，并经历代高厨精心改进。成菜棕红发亮，质地酥软，麻辣味浓，咸鲜醇香，略带回甜，麻香风味独特。肉香味美，色泽诱人，滋补强壮，口感甚佳，令人垂涎的现代菜肴。,仔鸡， 干辣椒
1047,冬瓜竹笋鸡,冬瓜竹笋鸡又名竹笋冬瓜鸡，简称笋冬鸡。是四川省的传统名菜，属于川菜系。含有较多的蛋白质、糖以及少量的钙、磷、铁等矿物质和维生素B1，B2、C及尼克酸等。,冬瓜，鸡腿，竹笋
1048,芝麻肉丝,芝麻肉丝是一道四川省的传统名菜，属于川菜系。酥香滋润，鲜香带甜。,猪瘦肉，芝麻
1049,泡五香黄瓜,泡五香黄瓜是一道美食。主要原料：黄瓜。,黄瓜
1050,辣炸芋头片,辣炸芋头片是一道简单的家常菜，主料是芋头500克，酱油30克，蒜瓣15克，辣椒粉1克、葱、姜少许，味精1.5克、炸油500克。,芋头，辣椒
1051,夹沙肉,夹沙肉是一道四川的地方传统名菜，又叫喜沙肉、甜烧白，属于川味传统甜菜，选用猪五花肉，将豆沙夹入肉片，蒸至酥软作甜食上桌。成菜白里透红，鲜香甜糯，肥而不腻，最受老人喜爱。在四川夹沙肉是传统蒸菜九斗碗之一。当地人们每当结婚、寿宴、宴请宾客时都会以”九斗碗“为主菜以群宴宾客，夹沙肉更是其中不可或缺的美味。但四川有的地方结婚不用此菜，寓意有别。,猪五花肉， 红豆沙
1052,鱼香碎滑肉,鱼香碎滑肉是四川省的经典名菜，属于川菜系。色润红亮，质鲜滑嫩，鱼香味浓。猪肉切成指甲大小的薄片，加盐、酱油、料酒、水豆粉拌匀码味。木耳、兰笋洗净切小片，并入开水中末透沥干。泡辣椒去籽剁细。姜、蒜切细，葱切花。用盐、酱油、料酒、味精，白糖、醋。水豆粉、汤合并入碗配成芡汁。锅置火上，下油烧热，放入肉片炒散，下泡辣椒、姜、蒜稍炒几下，再下木耳、兰笋、葱花炒匀，烹入芡汁，推匀起锅，装盘即成。,猪肉，水发木耳，水发兰笋
1053,酸辣臊子蹄筋,酸辣臊子蹄筋是四川省的传统名菜，属于川菜系。质地肥糯，酥辣可口。猪蹄筋发透后去尽油脂，洗净切段，用高汤氽一次，瘦肉洗净剁成末，葱洗净切花，姜洗净切末，辣椒洗净切段，把锅烧热，下猪油烧热后放入猪肉和辣椒滑炒，加酱油、姜、料酒稍炒，放入盐、胡椒粉，接着往锅里加适量高汤，下蹄筋烩入味后，用淀粉勾薄芡，下香醋、葱花、香油、味精推匀即可。,蹄筋，瘦肉
1054,水煮凤片,水煮凤片是一道色香味俱全的名肴，属于川菜系。鸡肉有温中益气，补精添髓，补虚益智的作用。辣椒营养价值很高，堪称“蔬菜之冠”。据分析，它含有维生素B、维生素C、蛋白质、胡萝卜素、铁、磷、钙。鸡脯肉要切得厚薄均匀。码芡的水豆粉不宜太多太干。鸡片下锅时要用手或筷子分散，切不可一次倒入，以免成坨不散、张片不伸。,鸡脯肉，青蒜，白菜
1055,彩带鱼头,"彩带鱼头是一道四川省的传统名菜，属于川菜系。鱼馔入席，喻意年年有余。让美味鱼馔丰富川菜，此乃金沙洲厨师服务于广大食客的又一宗旨，""彩带鱼头""的问世，便足以证明金沙洲人的良苦用心。",鲢鱼头
1056,山城棒棒鸡,棒棒鸡，又名“嘉定棒棒鸡”、“乐山棒棒鸡”[1-3] 。此菜起源于乐山汉阳坝（今为眉山市青神县汉阳镇）[2-3] ，取用良种汉阳鸡，经煮熟后，用木棒将鸡肉捶松后食用。棒棒鸡是四川特色菜肴。属于川菜中的凉菜，主要食材是鸡肉，其味型属于“怪味”，麻、辣、酸、甜、鲜、咸、香全部味道都具备。它突破传统的小吃瓶颈，适合了现代生活方式的新型餐饮模式，具有口味独特、产品组合新颖、品牌化运营的特点。包融了系列川中熟食经典菜式，集卤、拌、泡等多种烹调手法，有麻辣、五香、泡椒、藤椒、香辣、咸鲜和酱香等系列特色口味，是四川熟食的典型代表。,鸡肉，白砂糖，味精，盐，辣椒，食用油
1057,麻辣红萝卜丝,麻辣红萝卜丝，味甘、性平；入肺、脾经；具有健脾消食，润肠通便，杀虫，行气化滞，明目等功效；主治食欲不振、腹胀、腹泻、咳喘痰多、视物不明。,小红萝卜，葱丝
1058,珍珠元子,珍珠元白似珍珠，是四川乐山传统名吃，食时配以峨眉山白茶。糯粑宜人，别有风味。制作时先准备糯米淘净泥沙，清泡两天，涨后用碗装250克，一半用少许食红染成红米，剩下磨成米粉，揉茸包入心馅，搓成宝塔形，珍珠元顶上沾上白色泡涨糯米，甜味沾上红色糯米，上笼蒸熟即可。食用时同白茶一并上桌。其特点是色白晶莹，香甜可口。珍珠圆子创立于1910年，距今已有百年历史，是国营企业成都市饮食公司旗下中华老字号餐饮品牌之一。坐落在成都蜀都大道的大慈寺街。以“珍珠圆子”、“八宝稀饭”、“叶儿粑”三大甜品著名。,糯米、枣泥馅、鸡净肉、鸡蛋、生粉、红肠
1059,脆皮桂鱼,脆皮桂鱼是用桂鱼并加以各种辅料制作成的一道名菜，属于川菜，其特点色黄中带红，四季皆宜。将桂鱼去鳞去内脏，洗清，脊背两面开月牙形花刀，在鱼身抹上胡椒、盐、酒、次抹湿菱粉，再抹干菱粉，入旺猪油锅炸，约十多分钟可透，起锅。另将葱、姜、番茄沙司、糖、醋、味精、油、盐入滚油锅炒好，装在小碗内，跟鱼同上桌。,桂鱼，味精
1060,参麦团鱼,参麦团鱼是一道名菜，属于川菜，主要原料是活团鱼、人参，配料是获菩、浮麦、鸡蛋等，主要调料是食盐、料酒、味精等。,团鱼
1061,碎米鸡丁,碎米鸡丁是四川省经典的名菜，属于川菜系。具有浓烈的地方特色，基本特点是咸并微甜，带有酸辣味，脆嫩适口。碎米鸡丁是将细碎的鸡丁、花生碎、以及葱花、泡椒碎末混合在一起，入口感觉香、脆、滑、嫩、鲜，实在是配米饭的好菜。,笋鸡肉，鸡蛋，花生米，泡辣椒
1062,瓜皮卷,瓜皮卷是一道美食，主要制作材料有黄瓜、 盐、味精等。,黄瓜
1063,辣炒花蛤,辣炒花蛤是一道以花蛤为主要食材，以大葱、蒜、姜、红干椒、油、鸡汤为辅料，以老酒、糖、盐、胡椒、蠔油、芝麻油、水溶淀粉为调料制作而成的美食，口味咸辣。,
